total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
105,48,57,115461480.0,1.1875,0,0,57,105,0,0,0,0,0,0,0,0,4.936711360360183e-07,2.425051194562897e-07,2.5116601657972856e-07,5.34204134573e-05,4.45776374943e-05,8.842775963e-06,5,4,0,48,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1751,954,797,119770919.0,0.8354297693920335,0,0,958,1751,0,0,0,0,0,0,0,0,7.9986027326e-06,3.9909520941e-06,4.0076506384e-06,0.0006118931090442,0.0002634028382131,0.0003484902708311,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
41,20,21,106805131.0,1.05,0,0,21,41,0,0,0,0,0,0,0,0,1.966197672656757e-07,9.362846060270269e-08,1.0299130666297296e-07,3.15527912231e-05,2.26768131579e-05,8.8759780651e-06,4,4,0,13,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
53,26,27,116586540.0,1.0384615384615383,0,0,27,53,0,0,0,0,0,0,0,0,2.315876258099777e-07,1.115051531677671e-07,1.200824726422107e-07,3.51841644841e-05,4.4773607656e-06,3.07068037185e-05,6,5,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
11,6,5,28877.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
57,26,31,108402426.0,1.1923076923076923,3,0,31,55,0,0,0,0,1,0,0,0,2.675216881216293e-07,1.1069862956757077e-07,1.5682305855405857e-07,5.3015418677e-05,9.0219383097e-06,4.39934803673e-05,3,2,0,24,1,0,0,0,0,0,0,8,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
126,61,65,106410411.0,1.0655737704918034,0,0,65,126,0,0,0,0,0,0,0,0,6.108424860796751e-07,3.007224546853785e-07,3.1012003139429657e-07,6.31705106373e-05,5.25512489562e-05,1.0619261681e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
3,1,2,5095.0,2.0,2,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
56,25,31,119993200.0,1.24,0,0,30,56,0,0,0,0,0,0,0,0,2.5001416746949e-07,1.0000566698779597e-07,1.5000850048169397e-07,5.74699232956e-05,3.7668801232e-06,5.37030431724e-05,5,5,0,20,2,0,0,0,0,0,0,11,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
19,9,10,60046056.0,1.1111111111111112,0,0,11,19,0,0,0,0,0,0,0,0,1.1657718202174677e-07,4.996164943789148e-08,6.66155325838553e-08,6.328475595466253e-07,3.663854292112042e-07,2.664621303354212e-07,4,3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
104,49,55,115929441.0,1.1224489795918366,0,0,56,104,0,0,0,0,0,0,0,0,4.830524456682233e-07,2.3290028630432206e-07,2.5015215936390134e-07,4.54414336389e-05,3.69190083474e-05,8.5224252914e-06,6,5,0,45,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
49,24,25,107348588.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.328861558942909e-07,1.1178535482925961e-07,1.2110080106503126e-07,3.81001751043e-05,4.7881393651e-06,3.33120357391e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
45,22,23,113381468.0,1.0454545454545454,0,0,23,45,0,0,0,0,0,0,0,0,2.028550203636453e-07,9.701761843478689e-08,1.0583740192885844e-07,3.03576947865e-05,3.8983443043e-06,2.64593504822e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
127,62,65,117542310.0,1.0483870967741935,0,0,65,127,0,0,0,0,0,0,0,0,5.529923650471053e-07,2.722423951001133e-07,2.8074996994699185e-07,5.73495620428e-05,4.72680858492e-05,1.00814761935e-05,5,5,0,55,0,0,0,0,5,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
110,57,53,117355016.0,0.9298245614035088,0,0,58,110,0,0,0,0,0,0,0,0,4.942268509426134e-07,2.385922728688478e-07,2.556345780737656e-07,5.22943135212e-05,9.1005909794e-06,4.31937225418e-05,4,4,0,50,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
11,6,5,27875.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
16,8,8,60117233.0,1.0,0,0,9,16,0,0,0,0,0,0,0,0,8.317082724016922e-08,3.3268330896067694e-08,4.9902496344101535e-08,3.659516398567446e-07,1.9960998537640609e-07,1.6634165448033845e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
1699,958,741,119977851.0,0.7734864300626305,0,0,959,1699,0,0,0,0,0,0,0,0,7.9931420008e-06,3.9924035645e-06,4.0007384362e-06,0.0006113878469118,0.0002634986352606,0.0003478892116512,0,0,0,959,480,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,9187.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,9266.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1744,957,787,119757187.0,0.8223615464994776,0,0,958,1744,0,0,0,0,0,0,0,0,7.9995198952e-06,3.991409718e-06,4.0081101771e-06,0.0006112869033906,0.0002634330413923,0.0003478538619982,1,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
49,24,25,117868623.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.121005519848993e-07,1.0180826495275168e-07,1.1029228703214765e-07,3.46657142164e-05,4.3438193046e-06,3.03218949117e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
11,6,5,10646.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
2,1,1,0.0,1.0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
3,2,1,20094104.0,0.5,0,0,3,3,0,0,0,0,0,0,0,0,1.4929752528403356e-07,9.953168352268905e-08,4.976584176134452e-08,8.5696779513e-05,5.7131186342e-05,2.8565593171e-05,0,0,0,3,0,0,0,0,0,0,0,3,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
11,6,5,12094.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
1697,956,741,119752645.0,0.7751046025104602,0,0,957,1697,0,0,0,0,0,0,0,0,7.9914727561e-06,3.9915611049e-06,3.9999116512e-06,0.0006112599851134,0.0002634430329284,0.000347816952185,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
120,62,58,115071457.0,0.935483870967742,0,0,65,120,0,0,0,0,0,0,0,0,5.648664029690699e-07,2.7808807530784976e-07,2.867783276612201e-07,5.84158763193e-05,4.859589116e-05,9.8199851593e-06,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
11,6,5,17782.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
126,63,63,104598632.0,1.0,0,0,65,126,0,0,0,0,0,0,0,0,6.214230411732346e-07,3.059313433468232e-07,3.1549169782641134e-07,6.42647028117e-05,5.34615022498e-05,1.08032005619e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1722,947,775,119748825.0,0.8183738120380147,0,0,961,1722,0,0,0,0,0,0,0,0,8.0251309355e-06,3.9916884361e-06,4.0334424993e-06,0.0006141855671652,0.0002634514367886,0.0003507341303766,0,0,0,961,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
1718,946,772,119776753.0,0.8160676532769556,0,0,963,1718,0,0,0,0,0,0,0,0,8.0399574698e-06,3.9907577057e-06,4.0491997641e-06,0.000615495061884,0.000263390008577,0.0003521050533069,0,0,0,963,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,3793.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
55,27,28,81868593.0,1.037037037037037,0,0,28,55,0,0,0,0,0,0,0,0,3.4201149639886935e-07,2.3207922969923282e-07,1.0993226669963657e-07,5.11795774968e-05,3.18925720391e-05,1.92870054576e-05,3,10,0,15,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
41,20,21,109862479.0,1.05,0,0,21,41,0,0,0,0,0,0,0,0,1.911480624790926e-07,9.1022886894806e-08,1.0012517558428661e-07,2.55046129079e-05,3.4042559698e-06,2.2100356938e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
49,24,25,108605251.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.3019144810963146e-07,1.1049189509262309e-07,1.1969955301700838e-07,3.76593209107e-05,4.7327361731e-06,3.29265847376e-05,5,4,0,16,2,0,0,0,0,0,0,6,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
125,63,62,118959849.0,0.984126984126984,0,0,65,125,0,0,0,0,0,0,0,0,5.464028455516954e-07,2.689983239639116e-07,2.7740452158778377e-07,5.69099579136e-05,4.72092058556e-05,9.7007520579e-06,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1713,955,758,119797674.0,0.793717277486911,0,0,958,1713,0,0,0,0,0,0,0,0,7.9968163655e-06,3.9900607753e-06,4.0067555902e-06,0.0006117564519658,0.00026334401117,0.0003484124407958,0,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
15,9,6,60223336.0,0.6666666666666666,0,0,10,15,0,0,0,0,0,0,0,0,8.302429476839345e-08,3.320971790735737e-08,4.981457686103607e-08,3.653068969809312e-07,1.992583074441443e-07,1.660485895367869e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
115,56,59,118588764.0,1.0535714285714286,0,0,59,115,0,0,0,0,0,0,0,0,4.97517623170438e-07,2.445425605414017e-07,2.529750626290363e-07,5.0139657413e-05,4.15385052836e-05,8.6011521293e-06,5,4,0,50,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
120,60,60,117153166.0,1.0,0,0,63,120,0,0,0,0,0,0,0,0,5.377575540724184e-07,2.646108599403964e-07,2.73146694132022e-07,5.74034849386e-05,4.73397364267e-05,1.00637485119e-05,4,4,0,55,0,0,0,0,5,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
47,23,24,119993342.0,1.0434782608695652,0,0,24,47,0,0,0,0,0,0,0,0,2.000110972823809e-07,1.0000554864119045e-07,1.0000554864119045e-07,2.870159246e-05,2.49847195688e-05,3.7168728911e-06,4,6,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
13,8,5,60418723.0,0.625,0,0,9,13,0,0,0,0,0,0,0,0,8.275580402452399e-08,3.31023216098096e-08,4.96534824147144e-08,3.6412553770790564e-07,1.986139296588576e-07,1.65511608049048e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
106,57,49,115373730.0,0.8596491228070176,0,0,58,106,0,0,0,0,0,0,0,0,5.027140927141733e-07,2.513570463570867e-07,2.513570463570867e-07,5.00460546781e-05,8.9708463096e-06,4.10752083684e-05,4,4,0,50,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
11,6,5,10263.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
126,62,64,111563108.0,1.032258064516129,0,0,65,126,0,0,0,0,0,0,0,0,5.826298779700544e-07,2.8683317069294986e-07,2.9579670727710456e-07,6.16332775526e-05,1.02901399986e-05,5.1343137554e-05,4,4,0,57,0,0,0,0,4,5,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
119,60,59,114011313.0,0.9833333333333332,0,0,63,119,0,0,0,0,0,0,0,0,5.525767429763746e-07,2.719028417820257e-07,2.8067390119434906e-07,5.89853745478e-05,4.86442955007e-05,1.03410790471e-05,4,4,0,55,0,0,0,0,5,3,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
44,22,22,117906373.0,1.0,0,0,23,44,0,0,0,0,0,0,0,0,1.9507003238917373e-07,9.329436331656137e-08,1.017756690726124e-07,2.91926544123e-05,3.7487371441e-06,2.54439172681e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1713,945,768,119585416.0,0.8126984126984127,0,0,960,1713,0,0,0,0,0,0,0,0,8.0277347532e-06,3.9887807055e-06,4.0389540477e-06,0.0006144729220158,0.000263259526563,0.0003512133954528,0,0,0,960,478,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
80,40,40,110110971.0,1.0,0,0,41,80,0,0,0,0,0,0,0,0,3.723516342436033e-07,1.8163494353346498e-07,1.9071669071013825e-07,5.38365972633e-05,4.41736182673e-05,9.6629789959e-06,4,4,0,33,0,0,0,0,0,4,0,0,0.0,0,0,0.0,0,0,13,0.0,0.0,1.5,2,0,normal
45,22,23,113810473.0,1.0454545454545454,0,0,23,45,0,0,0,0,0,0,0,0,2.0209036474174045e-07,9.665191357213673e-08,1.0543845116960369e-07,3.02432624104e-05,3.883649618e-06,2.63596127924e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
11,6,5,4662.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,22790.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,9660.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
127,63,64,105784486.0,1.0158730158730158,0,0,67,127,0,0,0,0,0,0,0,0,6.33363194674879e-07,3.119550063324031e-07,3.2140818834247586e-07,6.36955403838e-05,5.29567256204e-05,1.07388147634e-05,6,5,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
1732,940,792,119833824.0,0.8425531914893617,0,0,959,1732,0,0,0,0,0,0,0,0,8.0027488733e-06,3.9888571026e-06,4.0138917706e-06,0.0006122979101459,0.0002632645687748,0.0003490333413711,0,0,0,959,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
1741,955,786,119844721.0,0.8230366492146597,0,0,959,1741,0,0,0,0,0,0,0,0,8.0020212154e-06,3.9884944118e-06,4.0135268035e-06,0.0006115663617757,0.000263240631183,0.0003483257305926,1,0,0,958,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
11,6,5,13941.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,4951.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,30156.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
48,23,25,118781652.0,1.0869565217391304,0,0,25,48,0,0,0,0,0,0,0,0,2.104702163933534e-07,1.0102570386880965e-07,1.0944451252454382e-07,2.91459155661e-05,3.8221391297e-06,2.53237764364e-05,6,5,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
1655,956,699,119756122.0,0.7311715481171548,0,0,957,1655,0,0,0,0,0,0,0,0,7.9912407317e-06,3.9914452139e-06,3.9997955177e-06,0.0006112422377872,0.0002634353841217,0.0003478068536654,0,0,0,957,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
48,24,24,112244946.0,1.0,0,0,25,48,0,0,0,0,0,0,0,0,2.227271774000408e-07,1.0690904515201958e-07,1.1581813224802121e-07,3.64025298742e-05,4.5614525931e-06,3.18410772811e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
14,8,6,60078004.0,0.75,0,0,9,14,0,0,0,0,0,0,0,0,8.322513510934886e-08,3.329005404373953e-08,4.99350810656093e-08,3.661905944811349e-07,1.9974032426243722e-07,1.664502702186977e-07,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
125,62,63,119477497.0,1.0161290322580645,0,0,65,125,0,0,0,0,0,0,0,0,5.440355015137286e-07,2.6783286228368175e-07,2.762026392300469e-07,5.78100493685e-05,4.70046673307e-05,1.08053820377e-05,4,4,0,57,0,0,0,0,5,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
11,6,5,6982.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
49,24,25,114707418.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.179458001574057e-07,1.0461398407555472e-07,1.1333181608185097e-07,3.56210615777e-05,4.4635299872e-06,3.11575315905e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
124,63,61,105303695.0,0.9682539682539684,0,0,65,124,0,0,0,0,0,0,0,0,6.17262290748677e-07,3.0388297390704097e-07,3.1337931684163605e-07,6.38344172063e-05,5.31035496902e-05,1.0730867516e-05,5,4,0,56,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,8,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
49,24,25,115814108.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.1586316582432253e-07,1.0361431959567484e-07,1.1224884622864773e-07,3.52806758223e-05,4.420877636e-06,3.08597981862e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
9,4,5,82745061.0,1.25,0,0,5,9,0,0,0,0,0,0,0,0,6.042656733312459e-08,4.8341253866499664e-08,1.2085313466624914e-08,3.46848496492e-05,2.77478797193e-05,6.9369699298e-06,0,0,0,5,0,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
11,6,5,26629.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
11,6,5,25549.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
41,20,21,101286673.0,1.05,0,0,21,41,0,0,0,0,0,0,0,0,2.073323111323836e-07,9.872967196780176e-08,1.0860263916458189e-07,2.76640540853e-05,3.6924897315e-06,2.39715643537e-05,5,4,0,12,2,0,0,0,0,0,0,4,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
11,6,5,21063.0,0.8333333333333334,3,0,2,9,0,0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
49,24,25,116477185.0,1.0416666666666667,0,0,25,49,0,0,0,0,0,0,0,0,2.1463430799774225e-07,1.0302446783891626e-07,1.1160984015882596e-07,3.51141727884e-05,4.4128813724e-06,3.07012914159e-05,5,4,0,16,2,0,0,0,0,0,0,6,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
47,24,23,107428805.0,0.9583333333333334,0,0,25,47,0,0,0,0,0,0,0,0,2.32712259993956e-07,1.1170188479709889e-07,1.2101037519685713e-07,4.3358948282e-05,3.32313107271e-05,1.01276375549e-05,4,4,0,17,2,0,0,0,0,0,0,7,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
44,22,22,117011128.0,1.0,0,0,23,44,0,0,0,0,0,0,0,0,1.965625013032949e-07,9.4008152797228e-08,1.0255434850606689e-07,2.94160056298e-05,3.7774185033e-06,2.56385871265e-05,5,4,0,14,2,0,0,0,0,0,0,5,90.0,90,90,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
